D_137-12,02 - FRA,Mixed,geöffnet,,Reifen Albrecht ZwNl. der Gummi Berger Hans Berger GmbH & Co. KG ,Dieselstraße 2,59823,Arnsberg,Nordrhein-Westfalen,"51,414953",8.049149,(02931),6849,,,pb137-12@franchise.euromaster.com,Rolf Tuschmann,,RL_07,"Franzen, Bernd","Blank, Michael",Mion,Pater,Dünner,Mion,B. Vieregge / Th. Knop / V. Deselears,137U,08:00-17:00-Mittagspause keine-Samstag 8-12 Uhr,nein,ja,ja,nein,nein,nein,ja,nein, , ,ja,5-8 Fahrzeuge pro Woche,KFZ - Meister,ja,V_AW3,10,137-12,,,,,,nein,,,ja,ja,ja,ja,ja,ja,ja,ja,,,,ja,Stufe 2,,alle,alle,,3D,,,ja,,ja,nein,Rene Keller,,ja,,ja,nein,ja,ja,ja,ja,nein,nein,nein,nein,ja,,nein,ja,nein,nein,,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,ja,nein,nein,ja,nein,ja,ja,ja,ja,ja,ios,ja,ja,ja,ja,ja,ja,ja,ja,,,,ja,ja,ja,ja
D_156,02 - FRA,Heavy,geöffnet,,Werner Brüning GmbH,Lether Gewerbestraße 17,26197,Ahlhorn,Niedersachsen,52.898555,8.189664,(04435),96960,(04435),969621,pb156@franchise.euromaster.com,Horst Rolfes,,RL_02,"Nüßler, Martin","Blank, Michael",Schneider,Kemnitz,Steinmann,Reinekirchen,B. Vieregge / Th. Knop / V. Deselears,156A,08:00-17:00-Mittagspause 12:00-13:00-Samstag 07:30-13:00,nein,nein,nein,nein,nein,nein,nein,nein, , ,nein,Keine Angabe,,nein,V_AW3,10,156,,,,,,nein,,30,nein,nein,nein,nein,ja,nein,nein,nein,,,,nein,nein,,,nein,,nein,nein,nein,nein,nein,nein,nein,Jack van der Zon,,nein,,ja,nein,nein,nein,nein,nein,ja,ja,ja,ja,nein,,ja,ja,ja,ja,,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,nein,ohne Tablet/Nutzung,nein,nein,ja,ja,ja,ja,ja,,,,,ja,nein,nein,nein
D_157,02 - FRA,Mixed,geöffnet,,Regina Stein Reifenhandel,Sonnenstraße 4-6,35329,Gemünden Felda,Hessen,50.684117,9.044824,(06634),8602,(06634),8600,pb157@franchise.euromaster.com,Regina Stein,,RL_05,"Seibel, Alexander","Blank, Michael",Mion,Bulut,Dünner,Mion,B. Vieregge / Th. Knop / V. Deselears,157A,08:00-18:00-Mittagspause 12:30 bis 14:00 Uhr,nein,nein,ja,nein,nein,nein,ja,Ja, , ,nein,0-4 Fahrzeuge pro Woche,KFZ - Meister,nein,V_AW3,10,157,,,,,,nein,,,ja,ja,ja,ja,ja,ja,ja,ja,,,,ja,Stufe 1,,,,,,,,ja,,ja,nein,Kai Bohrmann,,nein,ja,ja,nein,ja,nein,nein,ja,ja,ja,ja,ja,ja,,ja,ja,ja,ja,,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,ja,nein,nein,ja,nein,nein,ja,ja,ja,nein,ios,nein,nein,ja,Stümpel,ja,ja,ja,,,,,ja,ja,ja,ja
D_961-01,02 - FRA,Mixed,geöffnet,,Reifen Meyer GmbH,Lilienthalstraße 12-14,66740,Saarlouis,Saarland,49.310312,6.734912,(06831),949850,(06831),949853299,pb961-01@franchise.euromaster.com,Sonja Koch,,RL_11,"Kin, Nazaret","Erdmann, Ronny",Mion,Hackbarth,Dünner,Mion,B. Vieregge / Th. Knop / V. Deselears,961A,08:00-17:00-Mittagspause 12:00 bis 13:00 Uhr-Samstag 08:00 bis 12:00 Uhr,nein,nein,ja,nein,nein,nein,ja,Ja, , ,nein,0-4 Fahrzeuge pro Woche,KFZ - Meister,nein,V_AW4,10,961A,4,0,3,,,nein,,6,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,Stufe 1,nein,,alle,nein,3D,ja,Rollenprüfstand,ja,nein,ja,nein,Kai Bohrmann,,nein,,ja,nein,ja,nein,nein,nein,ja,ja,ja,ja,ja,,ja,ja,ja,nein,,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,ja,ja,ja,ja,ja,ja,nein,nein,ios,ja,ja,nein,ja,ja,nein,nein,ja,,,,ja,nein,nein,ja
D_163,02 - FRA,Light,geöffnet,,Hopp & Paulsen Reifen- und Autoservice GmbH,Landkirchener Weg 53,23769,Burg Auf Fehmarn,Schleswig-Holstein,54.442807,11.182621,(04371),4074,(04371),87011,pb163@franchise.euromaster.com,"Jan-Peter Hopp, Ralf Paulsen",,RL_01,"Witt, Ronald","Blank, Michael",Schneider,Uterhardt,Steinmann,Reinekirchen,B. Vieregge / Th. Knop / V. Deselears,163A,08:00-17:00-Mittagspause 12:00-13:00-Samstag geschlossen,nein,nein,nein,nein,nein,nein,nein,nein, , ,nein,Keine Angabe,,nein,V_AW3,10,163,,,,,,nein,,,ja,ja,ja,ja,nein,nein,nein,nein,,,,nein,Stufe 1,,,,,,,,ja,,ja,nein,Jack van der Zon,,ja,nein,ja,nein,ja,nein,ja,ja,ja,ja,ja,nein,nein,,ja,ja,ja,nein,,ja,ja,ja,ja,ja,ja,nein,nein,nein,nein,ja,nein,nein,nein,nein,ja,ja,nein,ja,nein,ohne Tablet/Nutzung,ja,nein,nein,nein,ja,ja,ja,,,,,ja,nein,ja,ja
D_171-01,02 - FRA,Mixed,geöffnet,,WW Logistk GmbH,Dieselstraße 1-3,56422,Wirges,Rheinland-Pfalz,50.467863,7.807141,(02602),1061780,(02602),1061789,pb171-01@franchise.euromaster.com,Yavuz Koca,,RL_09,"Bornkessel, Daniel","Erdmann, Ronny",Mion,Hackbarth,Dünner,Mion,B. Vieregge / Th. Knop / V. Deselears,171A,08:00-17:00-Mittagspause keine-Samstag 08:00 bis 12:00 Uhr,nein,nein,ja,nein,nein,nein,ja,Nein, , ,nein,0-4 Fahrzeuge pro Woche,,ja,V_AW4,10,171-01,,,,,,ja,,,ja,ja,ja,ja,ja,ja,ja,ja,,,,ja,Stufe 1,,,,,,,,ja,,ja,nein,Rene Keller,,nein,,ja,nein,ja,nein,nein,ja,nein,nein,ja,nein,nein,,ja,nein,ja,ja,,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,ja,nein,nein,ja,nein,ja,ja,nein,nein,nein,ios,nein,nein,nein,ja,ja,nein,nein,,,,,ja,ja,ja,ja
D_171-02,02 - FRA,Mixed,geöffnet,,WW Logistk GmbH,Jahnstraße 5a,56470,Bad Marienberg,Rheinland-Pfalz,50.656734,7.956978,(02661),981820,(02661),9818229,pb171-02@franchise.euromaster.com,Agim Adili,,RL_09,"Bornkessel, Daniel","Erdmann, Ronny",Mion,Hackbarth,Dünner,Mion,B. Vieregge / Th. Knop / V. Deselears,171B,08:00-17:00-Mittagspause keine-Samstag 08:00 bis 12:00 Uhr,nein,nein,ja,nein,nein,nein,ja,Nein, , ,nein,0-4 Fahrzeuge pro Woche,,ja,V_AW4,10,171-02,,,,,,nein,,,ja,ja,ja,ja,ja,ja,ja,ja,,,,ja,Stufe 1,,,,,,,,ja,,ja,nein,Rene Keller,,ja,ja,ja,nein,ja,nein,nein,ja,nein,ja,ja,nein,nein,,ja,nein,ja,ja,,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,ja,nein,nein,ja,nein,ja,ja,nein,ja,nein,android,nein,nein,nein,ja,ja,nein,nein,,,,,ja,ja,ja,ja
D_173,02 - FRA,Light,geöffnet,,Autozentrum Niesky GmbH,Am Bahnhof 5,02906,Niesky,Sachsen,51.298689,14.828737,(03588),258558,(03588),258459,pb173@franchise.euromaster.com,Armin Menzel,,RL_03,"Abram, Marcus","Blank, Michael",Schneider,Scola,Woydelko,Woydelko,B. Vieregge / Th. Knop / V. Deselears,173A,08:00-17:00-Mittagspause 12.45 Uhr-13.15 Uhr-Samstag 08:00 bis 12:00 Uhr,ja,nein,ja,nein,nein,nein,ja,ja, , ,nein,0-4 Fahrzeuge pro Woche,KFZ - Meister,nein,V_AW2,10,173,0,1,3,,,nein,,6,ja,ja,ja,ja,ja,ja,nein,nein,ja,nein,nein,ja,Stufe 2,ja,,134a,nein,2D,ja,Rollenprüfstand,ja,ja,ja,nein,Manuel Müller,,ja,nein,ja,ja,ja,nein,ja,ja,ja,ja,ja,ja,ja,,ja,ja,ja,ja,,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,nein,ja,ios,nein,nein,ja,Dexter,ja,nein,nein,ja,,,,ja,ja,ja,ja
D_175,02 - FRA,Light,geöffnet,,Autohaus Mühlenhort GmbH,Rüggower Weg 6,23970,Kritzow,Mecklenburg-Vorpommern,53.889642,11.535947,(03841),220227,(0911),3084494944,pb175@franchise.euromaster.com,Matthias Neumann,,RL_03,"Abram, Marcus","Blank, Michael",Schneider,Uterhardt,Steinmann,Reinekirchen,B. Vieregge / Th. Knop / V. Deselears,175A,08:00-17:00-Mittagspause 12:00-13:00-Samstag 08:00-12:00,nein,nein,ja,nein,nein,nein,ja,nein, , ,nein,Keine Angabe,,ja,V_AW4,10,175,3,,,,,ja,,5,ja,ja,ja,nein,nein,nein,nein,nein,,,nein,ja,Stufe 1,,,,,,,,ja,,ja,nein,Manuel Müller,,ja,nein,ja,ja,nein,nein,nein,ja,ja,ja,ja,ja,nein,,ja,ja,ja,nein,,ja,ja,ja,ja,ja,ja,ja,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,ja,android,ja,nein,nein,Stümpel,ja,nein,nein,,,,,ja,ja,ja,ja
D_177,02 - FRA,Light,geöffnet,,Dehnbostel KG,Celler Str. 169,29614,Soltau,Niedersachsen,"52,964621","9,856963",(05191),928180,,,pb177@franchise.euromaster.com,Jens Dehnbostel,,RL_02,"Nüßler, Martin","Blank, Michael",Schneider,Kemnitz,Steinmann,Reinekirchen,B. Vieregge / Th. Knop / V. Deselears,177B,07:45-17:00-Mittagspause 13.00-14.00-Samstag geschlossen,nein,nein,ja,nein,nein,nein,ja,ja, , ,nein,Keine Angabe,,ja,V_AW4,10,177,5,1,,,,ja,,10,ja,ja,ja,ja,nein,nein,nein,nein,,,,ja,Stufe 3,,,,,,,,ja,,ja,nein,Jack van der Zon,,nein,nein,nein,ja,nein,nein,nein,ja,ja,nein,ja,ja,nein,,ja,ja,ja,ja,,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,ja,ja,ja,ja,ja,ja,nein,ja,android,ja,ja,nein,nein,nein,ja,ja,,,,,ja,ja,ja,ja
D_179,02 - FRA,Light,geöffnet,,Pneumaster GmbH,Daimlerstraße 10,71636,Ludwigsburg,Baden-Württemberg,48.889592,9.171579,(07141),460533,(07141),460558,pb179@franchise.euromaster.com,Zeljko Takac,,RL_12,"Willmann, Sascha","Erdmann, Ronny",Mion,Burger,Seiler,Morina,M.Windisch / Th. Knop / V. Deselears,179A,09:00-18:00-Mittagspause 12:30 - 13:30-Samstag 09:00 - 13:00 Uhr,ja,ja,ja,ja,nein,nein,ja,ja,2000,20,nein,Keine Angabe,KFZ - Meister,ja,V_AW4,10,179,,,,,,nein,,6,ja,ja,ja,ja,nein,nein,nein,nein,,,,ja,Stufe 3,,,,,,,,ja,,ja,nein,Kai Bohrmann,,nein,nein,nein,ja,ja,ja,nein,ja,ja,ja,ja,ja,ja,,ja,ja,ja,ja,,ja,ja,ja,ja,ja,ja,ja,ja,nein,nein,nein,nein,nein,nein,nein,ja,ja,ja,nein,ja,android,Grundmann,Grundmann,ja,Dexter,ja,ja,ja,ja,,,,ja,ja,ja,ja
D_189,02 - FRA,Light,geöffnet,,Autohaus Gierten GmbH,Schneiderstr. 16,40764,Langenfeld,Nordrhein-Westfalen,50.922189,6.956742,(02173),90630,(04421),5070810,pb189@franchise.euromaster.com,Michael Esser,,RL_08,"Girzycki, Damian","Erdmann, Ronny",Mion,Warzocha,Dünner,Mion,B. Vieregge / Th. Knop / V. Deselears,189A,07:00-18:30-Mittagspause keine-Samstag 8-14,nein,nein,nein,nein,nein,nein,ja,ja, , ,nein,Keine Angabe,,nein,V_AW4,10,189,,,,,,ja,,10,ja,ja,ja,nein,nein,nein,nein,nein,,,nein,ja,Stufe 2,,,,,,,,ja,,ja,nein,Rene Keller,,nein,nein,nein,nein,nein,nein,ja,ja,ja,ja,ja,ja,nein,,ja,ja,ja,ja,,ja,ja,ja,ja,ja,ja,ja,ja,nein,,,,,,ja,nein,ja,ja,nein,ja,,ja,ja,ja,ja,ja,nein,nein,,,,,ja,ja,ja,ja
D_216,02 - FRA,Light,geöffnet,,KFZ Technik Zentrum Lage,Triftenstr. 74,32791,Lage,Nordrhein-Westfalen,51.990768,8.811828,(05232),3213,(05232),18348,pb216@franchise.euromaster.com,Süleyman Dönmez,,RL_04,"Bernsmeier, Olaf","Blank, Michael",Mion,Otte,Steinmann,Reinekirchen,B. Vieregge / Th. Knop / V. Deselears,216A,08:00-17:00-Mittagspause 12:00-13:00-Samstag geschlossen,nein,ja,ja,nein,nein,nein,ja,nein, , ,nein,Keine Angabe,,ja,V_AW4,10,216,,,,,,ja,,,ja,ja,ja,ja,nein,nein,nein,nein,,,,ja,Stufe 1,,,,,,,,ja,,ja,nein,Manuel Müller,,ja,nein,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,,ja,ja,nein,ja,,ja,ja,ja,ja,ja,ja,ja,ja,nein,nein,nein,nein,nein,nein,nein,ja,ja,ja,nein,ja,android,ja,nein,ja,Stümpel,ja,ja,ja,ja,,,,ja,ja,ja,ja
D_221,02 - FRA,Light,geöffnet,,SB Reifenservice Sergej Burduzan,Rodenbecker Str. 60,32427,Minden,Nordrhein-Westfalen,"52,286081",8.900476,(0571),82945300,(0571),82945301,pb221@franchise.euromaster.com,Sergej Burduzan,,RL_04,"Bernsmeier, Olaf","Blank, Michael",Mion,Otte,Steinmann,Reinekirchen,B. Vieregge / Th. Knop / V. Deselears,221A,08:00-18:00-Mittagspause 12:00-13:00-Samstag 08:00-14:00,nein,ja,ja,nein,nein,nein,ja,ja, ,100,nein,>8 Fahrzeuge pro Woche,KFZ - Meister,nein,V_AW4,10,221,1,2,3,,,ja,ja,,ja,ja,ja,ja,ja,nein,nein,nein,ja,nein,nein,ja,Stufe 3,ja,alle,alle,nein,3D,ja,Rollenprüfstand,ja,nein,ja,ja,Jack van der Zon,,ja,ja,ja,ja,nein,nein,ja,ja,ja,nein,ja,ja,nein,,ja,ja,ja,ja,,ja,ja,ja,ja,ja,ja,ja,ja,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,ja,ios,nein,nein,ja,Dexter,ja,ja,ja,,,,,ja,ja,ja,ja
D_223,02 - FRA,Mixed,geöffnet,,Auto-Kompetenz-Center Dreisbach e.K.,Wisbyring 10,59494,Soest,Nordrhein-Westfalen,51.564439,8.099246,(02921),36130,(02921),361322,pb223@franchise.euromaster.com,Christian Dreisbach,,RL_04,"Bernsmeier, Olaf","Blank, Michael",Mion,Pater,Dünner,Mion,B. Vieregge / Th. Knop / V. Deselears,223A,08:00-17:00-Mittagspause keine-Samstag geschlossen,ja,nein,ja,nein,nein,nein,ja,ja, , ,nein,5-8 Fahrzeuge pro Woche,KFZ - Meister,ja,V_AW3,10,223,,,,,,nein,,,ja,ja,ja,ja,ja,ja,ja,ja,,,,ja,Stufe 2,,,,,,,,ja,,ja,nein,Rene Keller,,ja,ja,ja,nein,ja,ja,ja,ja,ja,ja,ja,ja,ja,,ja,ja,ja,ja,,ja,ja,ja,ja,ja,ja,ja,ja,ja,nein,ja,nein,nein,ja,nein,ja,nein,nein,ja,ja,ios,ja,ja,ja,ja,ja,ja,ja,ja,,,,ja,ja,ja,ja
